label-coarse,text
4,How many colors are there in a rainbow ?
5,What is the habitat of the chickadee ?
1,What drug is often used to treat AIDS patients ?
1,Which of the five senses develops first ?
OTHERS,Where did the name root beer come from ?
5,What city 's the kickoff point for climbs of Mount Everest ?
4,What is the average salary of a paleontologist ?
5,Where is the largest post office building in the world ?
OTHERS,Who is currently the most popular singer in the world ?
1,Who was the first animal into space ?
1,What is the correct way to mount a roll of toilet paper ?
1,What Jules Verne novel features scientists held captive in the submarine Nautilus ?
OTHERS,Why is Rush 's 2112 called 2112 ?
OTHERS,What 's the state motto of California ?
OTHERS,"What company started out making pies , and wound up manufacturing plastic throwing toys ?"
2,What does the acronym CPR mean ?
1,The Jewish alphabet is called what ?
OTHERS,What are the Baltic States ?
4,How many endangered species are there in the world ?
5,Which large U.S. city had the highest murder rate for 1988 ?
OTHERS,"Who was the bandleader mentor of Ella Fitzgerald with whom she cowrote `` A_Tisket , A-Tasket '' ?"
OTHERS,Who invented basketball ?
OTHERS,How has TV affected our society ?
4,When was the last major eruption of Mount St. Helens ?
OTHERS,What U.S. Government agency registers trademarks ?
OTHERS,What is osmosis ?
OTHERS,What hockey player did Ronald Reagan joke he would swap Texas for ?
1,What is the world 's deadliest infectious disease ?
1,Which infectious disease is the world 's deadliest ?
OTHERS,"What President was buried at his ancestral home overlooking the Hudson River at Hyde Park , New York ?"
4,How much did the first Barbie doll sell for in 1959 ?
5,What country was General Douglas McArthur in when he was recalled by President Truman ?
OTHERS,What are the five most popular Usenet groups ?
OTHERS,What are the seven deadly sins ?
4,"What is the latitude and longitude of El Paso , Texas ?"
OTHERS,What does the name Melissa mean ?
4,How many head injuries are there in recreational ice skating each year ?
4,A normal human pregnancy lasts how many months ?
1,What kind of sports team is the Buffalo Sabres ?
1,What are new computer games for Windows 95 or 98 ?
OTHERS,Who domesticated the wild turkey ?
OTHERS,How can I get someone 's phone number if I only have their screen name ?
1,What European race sees the winner of its mountain stage awarded a jersey with large red polka dots ?
5,What country does Ileana Cotrubas come from ?
OTHERS,What 's the motto of the Boy Scouts ?
5,What two European countries are joined by the Gran San Bernardo Pass ?
1,What movie did Steven Spielberg direct in 1975 ?
1,What kind of creatures are the Canary Islands named for ?
OTHERS,What was the name of the US helicopter pilot shot down over North Korea ?
OTHERS,What 's a male `` cuckquean '' ?
OTHERS,"Name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies ' ."
2,What does RCA stand for ?
OTHERS,Who is Olive Oyl 's brother ?
1,"What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?"
1,What was the first video ever made ?
1,What 's the favorite food of dragonflies ?
OTHERS,What king boycotted Prince Charles 's wedding ?
OTHERS,What does Nicholas Cage do for a living ?
OTHERS,What was the nickname of model Leslie Hornby ?
5,Where is the Taj Mahal ?
OTHERS,What 's distinctive about a palmiped 's feet ?
5,In 139 the papal court was forced to move from Rome to where ?
4,What is the first day of the week ?
OTHERS,What is goulash ?
5,What capital is built around Monument Circle which contains soldiers and sailors monument ?
1,Name the men 's cologne that is associated with the sea .
OTHERS,How does a parachute work ?
1,What is the first book of the Old Testament ?
4,How many of them are in sub-Saharan Africa ?
OTHERS,"What is the history of Spartacus , the Roman slave and gladiator ?"
5,What famed wall supports the Badaling turret ?
OTHERS,"Who portrayed Fatman in the television show , `` Jake and the Fatman '' ?"
OTHERS,What is object-oriented design ?
OTHERS,What does Melissa mean ?
OTHERS,What is form drag ?
1,Who were John F. Kennedy 's dogs ?
5,Where are good science sites on the Internet ?
OTHERS,What woman was Time 's Man of the Year for 1952 ?
OTHERS,Who wrote The Ugly Duckling ?
OTHERS,Who designed London Bridge ?
4,How many flavors of ice cream does Howard Johnson 's have ?
1,What weapon did the crossed slits in English castles accommodate ?
OTHERS,How can I stop or slow down aging ?
5,Where are the busiest Amtrak rail stations in the U.S. ?
4,How many freckles does Howdy Doody have on his face ?
OTHERS,"How does Cos Cob , CT get its name ?"
OTHERS,Who was considered to be the father of psychology ?
OTHERS,How did Super President gain his powers on the animated series ?
OTHERS,What are values ?
4,What is the population of Japan ?
5,Where was the largest concentration camp in World War II ?
4,How much did Alaska cost when bought from Russia ?
4,How many events make up the decathlon ?
OTHERS,What causes blue balls ?
5,What were the first bodies visited by spacecraft ?
OTHERS,Who succeeded Nikita Khrushchev as first secretary of the Communist Party ?
OTHERS,Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?
OTHERS,Name of the lady the Great Gatsby pines for ?
1,What does a chef coddle eggs in ?
4,How many bails are there in a cricket wicket ?
5,What city was Martin Luther King Jr. assassinated in ?
OTHERS,"What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?"
5,Where 's the Bernini-Bristol Hotel ?
OTHERS,Who said `` What contemptible scoundrel stole the cork from my lunch ? ''
5,What is the capital of Kosovo ?
OTHERS,What kind of company is 7-Eleven ?
4,How many letters appear with the numbers 2 to 9 on a telephone dial ?
OTHERS,How did the months of the year get there name ?
1,What scale measures earthquakes ?
OTHERS,What is a glory hole ?
1,What kind of education would you need to become an athletic trainer for the NFL ?
OTHERS,What are the major companies that are part of Dow Jones ?
OTHERS,What college did Joe Namath play football for ?
4,What was the minimum wage in 1991 ?
5,What country is the biggest producer of tungsten ?
OTHERS,How does it make its colors ?
OTHERS,What would happen to Canada if Quebec separated ?
4,When is the Jimmy Buffett concert coming to the E center in Camden NJ ?
OTHERS,What is ` Last Chance for Animals ' ?
5,What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?
OTHERS,What is the weather like on the moon ?
OTHERS,Who was the 1st U.S. President ?
1,"What is the main language of Sao Paulo , Brazil ?"
4,How much did Varian Associates try to sell its vacuum products division to the BOC group for ?
2,What is the abbreviation of the International Olympic Committee ?
4,How many people hike ?
OTHERS,What are boxcars ?
OTHERS,How do I keep cats out of my flower garden for good ?
OTHERS,Who played Maria in the film West Side Story ?
1,What is a common anti-AIDS drug ?
OTHERS,Who bestowed great power upon Captain Britain ?
OTHERS,How can you tell when figs are ripe ?
OTHERS,How do I love thee ?
1,Which type of soda has the greatest amount of caffeine ?
5,What nationality is a Sicilian ?
OTHERS,What is the most common boy 's or girl 's name ?
OTHERS,"Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?"
1,What color was the hundred billionth crayon made by Crayola ?
1,What soft drink tells us to `` Go Hawaiian '' ?
OTHERS,How does a hydroelectric dam work ?
5,What is the oldest building in the United States ?
1,What is the West Virginia state animal ?
4,How many people died on South Carolina highways in 1998 ?
OTHERS,What are binomial coefficients ?
OTHERS,What was The Living Room War ?
1,What are some translations of the phrase `` Thank-you '' ?
4,What is President Nixon 's birthdate ?
1,What is `` the great American family cereal '' ?
OTHERS,"What was Suzy Parker doing to earn $1 , 000 in the early 1950 's ?"
4,How many people died in the Vietnam war ?
4,What year did Montana become a state ?
4,When was the USSR dissolved ?
OTHERS,Why are there letters on the telephone ? Why are there no Q or Z ?
OTHERS,Who did the Seven Mules block for ?
OTHERS,What is the world 's largest distilling company ?
OTHERS,"What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' ?"
5,Where is one 's corpus callosum found ?
OTHERS,Who did Napolean defeat at Jena and Auerstadt ?
1,What household products are there for adult acne ?
OTHERS,What is an Angelus ?
4,How many objects orbit the Earth ?
1,What was the tragedy that struck the city of Dogtown in 1899 ?
5,What 's the oldest capital city in the Americas ?
1,What Leon Uris novel dealt with the Russian capture of Berlin ?
5,"What is the location of Edinburgh , Scotland ?"
4,How many muscles does the average adult use when going for a walk ?
4,How long do you have to live in a community to vote ?
OTHERS,What was the name of the Titanic 's captain ?
OTHERS,Name of heroine in `` Scruples '' ?
4,How big is the Chappellet vineyard ?
5,Jackson Pollock was a native of what country ?
OTHERS,What makes sperm ?
OTHERS,How do I know how much money to save for retirement ?
OTHERS,What does the dot on the letter i mean ?
OTHERS,Who wrote The Godfather ?
OTHERS,What is the origin of the term soda jerk ?
1,What sport does Chris Jogis play ?
5,What island was the target of the U.S. 's Operation Urgent Fury ?
1,What is a fear of robbers ?
OTHERS,What is the cause of endangered species ?
OTHERS,Which of the following TV newsmen was a Rhodes scholar ?
1,What did Warlock wear on his forehead in Marvel comics ?
1,What is the softest part of the body ?
OTHERS,What six-foot temperance advocate wielded her hatchet on saloons ?
4,How many islands does Fiji have ?
1,What line divided the North and South in the U.S. Civil War ?
OTHERS,What is the definition of cecum ?
OTHERS,Who invented volleyball ?
5,What 's the most powerful country in the world ?
OTHERS,How do I do this ?
OTHERS,Name a ballet company Mikhail Baryshnikov has danced for ?
OTHERS,Who led the Normans to victory in the Battle of Hastings ?
OTHERS,What is the origin of the word `` Teddy bear '' ?
4,What percentage of the world 's plant and animal species can be found in the Amazon forests ?
OTHERS,"What 's the name of the star of the cooking show , `` Galloping Gourmet '' ?"
OTHERS,Who invented the horoscope ?
OTHERS,What are Fortune 500 companies ?
OTHERS,What is the difference between ninjitsu and kung fu ?
OTHERS,What king was forced to agree to the Magna Carta ?
4,How many electoral college votes does Colorado have ?
OTHERS,What were Babe Ruth 's Christian names ?
4,How many bottles of wine were prisoners in the Bastille allowed per day ?
5,Where do lobsters like to live ?
OTHERS,"Who was the first elected mayor of Washington , D.C. ?"
1,What are the wolverine habits ?
OTHERS,How do you fix squeaky floors ?
4,When was the Big Thompson flood ?
OTHERS,What good are mosquitoes ?
OTHERS,How do you get bubblegum out of carpet ?
1,"What 's played at Wembley Stadium , London , every May ?"
OTHERS,"Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?"
4,How many hours of work does it take a typist to complete a 100-page screenplay ?
OTHERS,What is the Peloponnesian League ?
OTHERS,Who invented television ?
OTHERS,How does General Mills manufacture Cheerios ?
1,What was Jimmy Durante 's theme song ?
OTHERS,Name the person who burst through the screen in the Lite beer commercials .
1,What delicacy is known indelicately as pickled roe ?
1,What after-dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles ?
OTHERS,What U.S. vice-president killed Alexander Hamilton in a duel ?
4,What 's the Fahrenheit equivalent of zero degrees centigrade ?
4,How many muscles does an oyster have ?
1,"What card game derived its name from biritch , or Russian Whist ?"
OTHERS,Who wrote `` Much Ado About Nothing '' ?
1,What is the collective noun for geese ?
5,Where can I get information concerning child custody files for the State of Utah ?
1,What was John F. Kennedy 's 1960 campaign song ?
OTHERS,What Louisiana Senator won a seat that had been held by his father and mother ?
1,What hymn did John Steinbeck get his title The Grapes of Wrath from ?
1,What invention does the principle of conservation of energy make impossible ?
1,What 's the highest-ranking suit in bridge ?
OTHERS,Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?
OTHERS,What writer is famous for physically putting himself into the center of his subject matter ?
OTHERS,Who 's the lead singer of the Led Zeppelin band ?
OTHERS,"In Dana 's `` Two Years Before the Mast , '' what seafarers lived in an abandoned oven on the beach at San Diego ?"
OTHERS,Who plays the cop in the movie `` Kindergarten Cop '' ?
4,How many characters makes up a word for typing test purposes ?
1,What non-mechanical sport achieves the highest speeds ?
4,What was the 1940 annual salary for a boilermaker ?
OTHERS,"Who created Billy Pilgrim , a survivor of the Dresden firestorm ?"
1,"What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?"
5,What country saw the origin of the Asian Flu ?
OTHERS,Who is the richest woman in the world ?
5,Where can I take a test that will tell me what I should be when I grow up ?
OTHERS,What caused the death of Bob Marley ?
OTHERS,"What 's Mrs. Bridges 's job on TV 's Upstairs , Downstairs ?"
1,What daily newspaper will `` help you see clearer across the USA '' ?
5,What lake in Scotland is said to hold one or more monsters ?
OTHERS,Who were the 1974 Oscar winners ?
OTHERS,What kind of business is 7-Eleven ?
OTHERS,What is Sinn Fein ?
1,"What is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?"
OTHERS,Who would you use the Heimlich maneuver on ?
5,What famed library can you reach by dialing 22-287-5 ?
1,What five-time winner of the Kentucky Derby lost his first 25 races ?
OTHERS,What is Megan 's law ?
5,Where can I get a complete listing of showtimes in my area ?
5,Where 's Montenegro ?
OTHERS,What is usenet for the Internet ?
OTHERS,What are field effect transistors ?
1,What was the killer whale who died at Sea World of a fungal infection named ?
OTHERS,What is witch hazel ?
5,Where is Glasgow ?
OTHERS,Why is Chicago named Chicago ?
1,What three colors of ink are used to print a U.S. dollar bill ?
OTHERS,What exactly is the purpose of the anteater ?
1,What is the correct way to use `` may '' vs. `` might '' ?
5,What North American city boasts the biggest Polish population ?
OTHERS,"What radio , TV and movie character did Jackie Gleason and William Bendix play ?"
5,"Where is it planned to berth the merchant ship , Lane Victory , which Merchant Marine veterans are converting into a floating museum ?"
1,What does a pedometer measure ?
4,What is Maurizio Pellegrin 's age ?
4,How many thousands of students attend the University of Massachusetts ?
OTHERS,Name the U.S. Senate majority leader and the Speaker of the House .
OTHERS,What name did football 's New York Titans adopt in 1963 ?
OTHERS,What female suspect in the game of Clue is single ?
OTHERS,Who owns CNN ?
4,About how many Americans are still unaccounted for from the Vietnam war ?
4,What is the chemical reactivity of neon ?
OTHERS,What is an auto-commentary ?
5,What is the oldest website on the Internet ?
OTHERS,What did Lenny Bruce say that got him arrested ?
1,What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy 's World ?
1,What is a fear of speaking ?
1,What was Hitler 's favorite movie ?
OTHERS,Why do airliners crash vs. gliding down ?
OTHERS,What are those little blue reflectors in the middle of the road for ?
OTHERS,"What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?"
OTHERS,How is saline used in medicine ?
1,"What is the name of the ` female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?"
1,"What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?"
5,What country are you visiting if you land at President Duvalier Airport ?
OTHERS,What attorney-general ordered the closing of Alcatraz ?
5,What is the capital of Congo ?
OTHERS,What is the text of the Fifth Amendment ?
5,What is a country that starts with the letter x ?
5,What countries earn the most from tourism ?
OTHERS,What is the Internet2 ?
5,Which city in China has the largest number of foreign financial companies ?
4,When are the Oscars Academy Awards in 1999 ?
OTHERS,Who was the prophet of the Jewish people ?
OTHERS,What is the most common name ?
OTHERS,Who was the oldest U.S. president ?
1,"What common plant has a button , cap , cup , gills , and ring ?"
4,When was Dubai 's first concrete house built ?
OTHERS,What is the Milky Way ?
OTHERS,What is Remembrance Day all about ?
1,What food did Marco Polo introduce into Italy from the court of Kubla Khan ?
OTHERS,What diamond producer controls about 80% of the world 's diamonds ?
OTHERS,Who is the prophet of the religion of Islam ?
OTHERS,Who portrayed Maggio in the film From Here to Eternity ?
5,Where are zebras most likely found ?
4,What are the odds of giving birth to twins ?
5,"What is the best place to live in the world , considering climate , civilization ?"
OTHERS,What is meant by `` capital market '' ?
OTHERS,"In My Antonia , how is Mr. Shimerda out of place on the farm ?"
1,What ship did Lloyd M. Bucher command ?
1,Name a medicine commonly used to combat AIDS ?
OTHERS,What is the difference between hair and fur ?
OTHERS,What is the difference between love and infatuation ?
OTHERS,Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .
1,What foods contain vitamin B12 ?
4,What is the amount of money owed for illegally having a dog on a beach ?
1,What are the first and last letters of the Greek alphabet ?
5,What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?
4,How big is the largest diamond ?
1,What are some ways to help someone with Chicken Pox ?
OTHERS,How do I find out the exact time of a sunset for a particular day ?
4,When did the original Howdy Doody show go off the air ?
4,How many languages are there in the world ?
OTHERS,Who was Picasso ?
OTHERS,Who were the only two bald U.S. Presidents ?
OTHERS,Which member of Charlie 's Angels sang vocals for Josie and the Pussycats ?
5,What river flows past the Temple of Karnak ?
OTHERS,What comedian was The Perfect Fool ?
OTHERS,What are the benefits of a rowing machine ?
5,Where do you find information about the Queensland National Competition Policy
OTHERS,What 's a `` coup de poing '' to a French boxer ?
1,What is the Islamic counterpart to the Red Cross ?
OTHERS,Why does tuberculosis afflict people ?
OTHERS,Who loved Flash Gordon besides Dale ?
1,What do humans catch zoonose diseases from ?
OTHERS,How did Asia get its name ?
5,Where can I get information on the original 13 US colonies ?
1,For what disease is the drug Sinemet used as a treatment ?
1,What are three ways in which wind is created on the earth ?
1,What gender is not allowed to vote in Kuwait ?
4,How many inches over six feet is Tom Selleck ?
1,What is the name of the disease that actress Hunter Tylo 's baby girl has ?
OTHERS,Who 's the only president buried in Washington
4,How much could you rent a Volkswagen bug for in 1966 ?
OTHERS,Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?
4,"What is the mean income of the top 10% , top 5% , and top 1% ?"
5,What North American city sprouts the most parking meters ?
5,What is the largest and most expensive freeway construction project in the U.S. right now ?
OTHERS,What can I do to get into an Ivy League school ?
5,Where did Gulliver find a race of tiny people ?
1,"What 1950 film won seven Oscars , including best picture ?"
4,How much stronger is the new vitreous carbon material invented by the Tokyo Institute of Technology compared with the material made from cellulose ?
4,How much do tuberculosis combatting drugs cost ?
OTHERS,President Bush compared Saddam Hussein to whom ?
OTHERS,What 's the name of Pittsburgh 's baseball team ?
1,What Shakespeare play opens with the line : `` Now is the winter of our discontent.. . '' ?
OTHERS,"What TV comedian worked with White Fang , Black Tooth and Pookie the Lion ?"
OTHERS,Who created the character James Bond ?
1,What type of exercise burns the most calories ?
OTHERS,What is `` the only cigarette made with no leftovers '' ?
2,What is Mikhail Gorbachev 's middle initial ?
4,How many rows of whiskers does a cat have ?
OTHERS,What British general surrendered to the colonial army at Saratoga ?
1,"What product 's ads claim that it `` eliminates odors , kills household germs , mold , and mildew '' ?"
4,What is the world population as of today ?
OTHERS,What is the history of Buffalo chicken wings ?
OTHERS,What is humidity ?
1,"What kind of creatures are black , yellow , and brown bullheads ?"
5,What city would you be in if you were feeding the pigeons in the Piazza San Marco ?
OTHERS,What artist 's studio was the Bateau-Lavoir in Montmartre ?
5,What is the name of the planet that the Ewoks live on ?
4,How many words are there in the Spanish language ?
5,Where is there information on the novel `` El Cid '' ?
1,What is the chemical formula for napalm ?
OTHERS,What is yohimbine ?
OTHERS,What is `` Chicago Hope '' ?
4,How many members of a family could be drafted in the U.S. military during World War II ?
OTHERS,"Who wrote the song , `` Silent Night '' ?"
OTHERS,What company is the largest Japanese ship builder ?
2,What does the `` blue ribbon '' stand for ?
4,What is the average date when most malls begin putting up Christmas holiday decorations ?
5,Where is Burma ?
OTHERS,Who wrote The Collector ?
OTHERS,Which major diamond producer is based in South Africa ?
OTHERS,Who was Samuel Johnsons 's friend and biographer ?
OTHERS,What kind of women gave Sigmund Freud erotic dreams ?
1,What are the Cleveland Indians also called ?
4,How many hummingbird eggs could fit in one ostrich egg ?
OTHERS,Who played the father on `` Charles in Charge '' ?
4,What is the gestation period for human pregnancies ?
5,Where did the name Daniel originate ?
1,What are common methods used to regulate monopolies ?
4,How long does the average domesticated ferret live ?
1,Name the Islamic counterpart to the Red Cross .
1,What are the historical trials following World War II called ?
5,What states do not have state income tax ?
5,What city has the two steepest streets in the U.S. ?
OTHERS,What is Margaret Thatcher known for ?
5,Name the country of giants twelve times the size of man in `` Gulliver 's Travels . ''
4,What 's men 's par on a 455-yard golf hole ?
1,What four elements make up 90 percent of the human body ?
5,Where does most of the marijuana entering the United States come from ?
1,Stuart Hamblen is considered to be the first singing cowboy of which medium ?
OTHERS,What is Steve Rogers 's profession when he 's not Captain America ?
OTHERS,What causes a person to have constantly sweaty hands and feet ?
OTHERS,What happened to Answers.com ?
OTHERS,What ethnic group introduced the idea of potlatch ?
OTHERS,What is a person 's socioeconomic position ?
OTHERS,What do you say to a friend who ignores you for other friends ?
4,How many yards are in 1 mile ?
2,"What does R.E.M. stand for , as in the rock group R.E.M. ?"
OTHERS,What Cruise Line does Kathie Lee Gifford advertise for ?
OTHERS,What does the name Jenna mean ?
OTHERS,Why do girls have to wear training bras ?
4,When was the first successful heart transplant for a human ?
OTHERS,How did Edith Bunker die ?
5,"What country boasts Cawdor Castle , Glamis Castle , and Blair Castle ?"
OTHERS,Define Spumante .
2,What does pH stand for ?
5,What country is Mount Everest in ?
5,Which country is the largest country in Latin America ?
OTHERS,Name the Four Horsemen of the Apocalypse .
OTHERS,What are geckos ?
1,What is the name of a book written by Aaron Hass ?
OTHERS,What is cosmology ?
4,How many watts make a kilowatt ?
1,What TV series features the adventures of a married couple named Jonathan and Jennifer ?
OTHERS,What female faith healer wrote the inspirational book I Believe in Miracles ?
OTHERS,Who was Jinnah ?
1,What did Esquire name Ash Hole of the Year for 1980 ?
5,Where did King Francis I hang the `` Mona Lisa '' when he owned it ?
1,What 's been the ruin of many a poor boy in New Orleans ?
OTHERS,What is habeas corpus ?
OTHERS,How do you use an intranet ?
OTHERS,What famous husband-and-wife team did radio ads for Blue Nun wine ?
4,How many times has Harold Stassen announced a drive for the White House ?
4,What are bottle caps with presidents ' pictures inside worth ?
5,Where can I find the history of the Hungarian language ?
OTHERS,"Why do USA fax machines not work in UK , NNP ?"
1,What cigarette is `` a whole new world '' ?
OTHERS,Who tramped through Florida looking for the Fountain of Youth ?
1,What is the name of the song that Dracula plays on the organ ?
1,What two animals are specifically mentioned as being in Noah 's Ark ?
OTHERS,What is federal income tax ?
1,"What disease plagued Europe , Africa and Asia ?"
1,What card game can feature dealer 's choice ?
4,How many American soldiers are stationed in South Korea ?
1,What is a fear of failure ?
OTHERS,What was the verdict in the 1925 trial of John T. Scopes ?
1,What is the best way to travel in Japan ?
4,How long ago did the Anglican church part from the Vatican ?
4,How much did Lucy Van Pelt originally charge for psychiatric sessions ?
OTHERS,Who followed up his first two underwater thrillers with The Girl of the Sea of Cortez ?
4,When was the Parthenon built ?
1,What 1895 H.G. Wells novel was written under the title The Chronic Argonauts ?
OTHERS,What is a common dolphin ?
OTHERS,How is Answers.com funded ?
4,How long does a pig 's orgasm last ?
5,What U.S. state comes last in an alphabetical list ?
4,How many mountains have been named for Presidents in the continental USA ?
4,What are the unemployment statistics for the years 1965 and 1990 ?
2,What does BUD stand for ?
OTHERS,Who is the one Independent Member of Congress ?
OTHERS,What is a society ruled by elders ?
OTHERS,What two presidents of the U.S. published books of poetry ?
OTHERS,Which of the Seven Dwarfs comes first alphabetically ?
OTHERS,What professional cricketer 's son wrote The War of the Worlds in 1898 ?
1,What condiment do the Dutch dip their French fries in ?
1,Which comic strip was never turned into a Broadway musical ?
1,In what war was the first submarine used ?
4,How many inches apart are adjacent pins in tenpin bowling ?
4,How many miles of corridors are in The Pentagon ?
5,What U.S. state includes the San Juan Islands ?
OTHERS,"What English playwright penned : `` Where the bee sucks , so shall I '' ?"
OTHERS,What do the red-and-white stripes on a barbershop pole stand for ?
1,Name the ship Beany and Cecil sailed .
4,How deep is a fathom ?
OTHERS,What was the `` Dead Man 's Hand '' ?
OTHERS,What was Fred Astaire 's dancing partner 's name ?
4,What is the highest number of home runs on record for any one game ?
1,What are some of Australia 's native flora ?
OTHERS,What heavyweight boxer was known as The Wild Bull of the Pampas ?
4,How many quarts of whole milk is needed to make one pound of butter ?
5,What London street claims to be the world center for men 's tailoring ?
4,How old is the universe ?
4,When does the Bible say the seasons started ?
1,What animal has been called The Poor Man 's Cow ?
5,What bordering country is due north of Costa Rica ?
5,What nation boarders Mozambique ?
2,What does EKG stand for ?
4,The Olympic Games in which year allowed Nadia Comaneci to become popular ?
OTHERS,What TV talk-show host lends his name to a line of men 's clothing ?
1,What soft drink held a national flavor poll in 1967 ?
OTHERS,Colin Powell is famous for what ?
1,The Jewish alphabet is known as what ?
1,What is a fear of home surroundings ?
4,How many people die of tuberculosis yearly ?
OTHERS,Who invented the electric guitar ?
5,What is the capital of California ?
OTHERS,What are faults in the earth 's crust ?
OTHERS,What was an `` Asiento '' ?
OTHERS,What kind of greeting is appropriate to send on Yom Kippur ?
4,How hot should the oven be when baking Peachy Oat Muffins ?
OTHERS,What is dextropropoxyphen napsylate ?
1,What Don McLean song laments the day Buddy Holly died ?
OTHERS,What is Srpska Krajina ?
OTHERS,How was the Kennedy money made ?
5,What country is the worlds leading supplier of cannabis ?
OTHERS,Who is the President of Pergament ?
5,What city is the Kentucky Horse Park near ?
OTHERS,What does Esa-Pekka Salonen look like ?
1,"What cereal goes `` snap , crackle , pop '' ?"
OTHERS,How did water appear on the earth ?
5,Where did Hillary Clinton graduate college ?
OTHERS,What does Robert mean ?
OTHERS,How do anti-locking brakes work ?
1,What colors is magenta made of ?
OTHERS,How does the chain of command work inside an US army Apache helicopter ?
1,Which medium is Hamblen the first singing cowboy in ?
1,What is the name of Jamiroquai new album ?
OTHERS,What is a hormone ?
OTHERS,What American naval officer broke Japan 's isolationist policy in 1853 ?
OTHERS,What is fellatio ?
OTHERS,What characteristics contribute to its `` intelligence '' ?
1,What significant battle was fought in Belgium in 1815 ?
OTHERS,Which police department made the all-time biggest cocaine bust in Ventura County ?
OTHERS,Who gave us the `` Rolling Writer '' ?
OTHERS,How were the days of the week named ?
OTHERS,Who wrote The Secret Life of Walter Mitty ?
1,What 1965 film had Jack Lemmon portraying a cartoonist ?
1,What 's the traditional drink at the Kentucky Derby ?
OTHERS,Who is the head of the World Bank ?
OTHERS,"Why do some jets have a vapor trail , and others do not ?"
1,What is a fear of childbirth ?
1,What species was Winnie the Pooh ?
4,How much calcium should an adult female have daily ?
OTHERS,What is the most popular last name ?
OTHERS,Who moderated the first Kennedy-Nixon TV debate ?
OTHERS,Who portrayed George M. Cohan in 1942 's Yankee Doodle Dandy ?
OTHERS,What is the S&P 500 used for ?
OTHERS,What does `` Philebus-like '' mean ?
4,When was Nostradamus born ?
1,What are the ingredients of Coca-Cola ?
OTHERS,Who 's the only U.S. president to have won a Pulitzer Prize ?
OTHERS,What is nuclear proliferation ?
OTHERS,Who was Maria Theresa ?
5,What is the country of origin for the name Thomas ?
OTHERS,Why do you say `` God bless you '' when people sneeze ?
4,What is the population of the largest Chilean city
5,What country has the highest per capita consumption of cheese ?
OTHERS,What is Larry King 's occupation ?
OTHERS,Who invented `` The Muppets '' ?
OTHERS,"Why does a wheel , e.g. a car tire , appear to spin in the opposite direction as it slows down ?"
5,What sea is Bombay on ?
OTHERS,Who are cartoondom 's Super Six ?
OTHERS,What does `` E Pluribus Unum '' on the penny mean ?
OTHERS,What 's the difference between TFT and dual-scan display ?
OTHERS,What fool is not so wise To lose an oath to win a paradise ?
OTHERS,What is the English meaning of caliente ?
5,Where in the Americas is it only 47 miles from the Atlantic to the Pacific ?
OTHERS,What does the word `` opera '' mean ?
4,How tall was the animated Frankenstein
OTHERS,How do you ask questions ?
5,What U.S. city is known as The Rubber Capital of the World ?
5,What countries have the highest ratio of university students ?
OTHERS,How can you become an FBI agent ?
1,What is the world 's best selling cookie ?
4,How many miles is it from NY to Austria ?
OTHERS,Where did the energy for the Big Bang come from ?
OTHERS,What is the difference between the Koran and The Bible ?
OTHERS,What monarch signed the Magna Carta ?
1,What 's the U.S. Navy hymn ?
4,How many sides does a heptagon have ?
1,What Grand Slam golf tournament wasn 't held between 1940 and 1945 ?
OTHERS,What is idealab ! ?
5,Where are there aborigines ?
1,What toy can you make sleep ?
OTHERS,What caused the division between the Anglicans and the Vatican ?
OTHERS,What corporation does Madonna advertise for ?
5,On what river is Rome built ?
5,"Where on the Web is Adventours Tours from Sydney , Australia ?"
5,Where were the 1936 Summer Olympics held ?
5,What cathedral was Thomas Becket murdered in ?
OTHERS,Why was Curious George curious ?
OTHERS,How did U.S.A become involved in the Barbary Wars
5,The Kentucky Horse Park is close to which American city ?
OTHERS,What store does Martha Stewart advertise for ?
OTHERS,What do you know about multicultural and multilingual schools ?
OTHERS,What is the origin of U.S. Army sergeant 's stripes ?
5,Where in a tree does photosynthesis occur ?
1,What are some science fair projects for 8th graders ?
5,What strait links the Mediterranean Sea and the Atlantic Ocean ?
